date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:46	41785/41785	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Aug%202020%2009:35:38%20GMT	https://matchthemes.com/demohtml/caverta/index.html	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/index.html	(from )
17:31:46	69/69	---MCZ	200	added ('OK')	text/plain	date:Mon,%2024%20Aug%202020%2011:31:49%20GMT	https://matchthemes.com/robots.txt		(from )
17:31:47	159515/159515	---MCZ	200	added ('OK')	text/css	date:Mon,%2016%20Mar%202020%2007:01:00%20GMT	https://matchthemes.com/demohtml/caverta/css/bootstrap/css/bootstrap.min.css	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/css/bootstrap/css/bootstrap.min.css	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:47	57333/57333	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Mar%202020%2007:01:06%20GMT	https://matchthemes.com/demohtml/caverta/css/fontawesome/css/font-awesome.min.css	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/css/fontawesome/css/font-awesome.min.css	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:47	3351/3351	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Mar%202020%2007:01:42%20GMT	https://matchthemes.com/demohtml/caverta/js/owl-carousel/owl.carousel.min.css	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/js/owl-carousel/owl.carousel.min.css	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:47	61065/61065	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20Aug%202020%2009:35:51%20GMT	https://matchthemes.com/demohtml/caverta/style.css	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/style.css	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:48	1128/1128	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Sep%202018%2018:27:10%20GMT	https://matchthemes.com/demohtml/caverta/images/icons/favicon-32x32.png	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/images/icons/favicon-32x32.png	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:48	5406/5406	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Sep%202018%2018:27:09%20GMT	https://matchthemes.com/demohtml/caverta/images/icons/favicon-192x192.png	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/images/icons/favicon-192x192.png	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:49	5130/5130	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Sep%202018%2018:27:09%20GMT	https://matchthemes.com/demohtml/caverta/images/icons/favicon-180x180.png	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/images/icons/favicon-180x180.png	(from https://matchthemes.com/demohtml/caverta/index.html)
17:31:50	37943/37943	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Aug%202020%2009:35:30%20GMT	https://matchthemes.com/demohtml/caverta/home-2.html	F:/Sunny's%20Documents/Restaurant_4th/matchthemes.com/demohtml/caverta/home-2.html	(from https://matchthemes.com/demohtml/caverta/index.html)
